config_id,risk,lines,pucks,row,col,cell_id,category,multiplier,display_multiplier,is_empty
low-7-1,low,7,1,3,6,6_3,empty,0,0.00x,true
low-7-1,low,7,1,4,0,0_4,empty,0,0.00x,true
low-7-1,low,7,1,4,1,1_4,empty,0,0.00x,true
low-7-1,low,7,1,4,2,2_4,middle,1.65,1.65x,false
low-7-1,low,7,1,4,3,3_4,empty,0,0.00x,true
low-7-1,low,7,1,4,4,4_4,middle,1.65,1.65x,false
low-7-1,low,7,1,4,5,5_4,empty,0,0.00x,true
low-7-1,low,7,1,4,6,6_4,empty,0,0.00x,true
low-7-1,low,7,1,5,0,0_5,empty,0,0.00x,true
low-7-1,low,7,1,5,1,1_5,middle,1.65,1.65x,false
low-7-1,low,7,1,5,2,2_5,empty,0,0.00x,true
low-7-1,low,7,1,5,3,3_5,empty,0,0.00x,true
low-7-1,low,7,1,5,4,4_5,empty,0,0.00x,true
low-7-1,low,7,1,5,5,5_5,middle,1.65,1.65x,false
low-7-1,low,7,1,5,6,6_5,empty,0,0.00x,true
low-7-1,low,7,1,6,0,0_6,outer,1.15,1.15x,false
low-7-1,low,7,1,6,1,1_6,empty,0,0.00x,true
low-7-1,low,7,1,6,2,2_6,empty,0,0.00x,true
low-7-1,low,7,1,6,3,3_6,empty,0,0.00x,true
low-7-1,low,7,1,6,4,4_6,empty,0,0.00x,true
low-7-1,low,7,1,6,5,5_6,empty,0,0.00x,true
low-7-1,low,7,1,6,6,6_6,outer,1.15,1.15x,false
low-7-2,low,7,2,0,0,0_0,outer,1.15,1.15x,false
low-7-2,low,7,2,0,1,1_0,empty,0,0.00x,true
low-7-2,low,7,2,0,2,2_0,empty,0,0.00x,true
low-7-2,low,7,2,0,3,3_0,empty,0,0.00x,true
low-7-2,low,7,2,0,4,4_0,empty,0,0.00x,true
low-7-2,low,7,2,0,5,5_0,empty,0,0.00x,true
low-7-2,low,7,2,0,6,6_0,outer,1.15,1.15x,false
low-7-2,low,7,2,1,0,0_1,empty,0,0.00x,true
low-7-2,low,7,2,1,1,1_1,middle,1.65,1.65x,false
low-7-2,low,7,2,1,2,2_1,empty,0,0.00x,true
low-7-2,low,7,2,1,3,3_1,empty,0,0.00x,true
low-7-2,low,7,2,1,4,4_1,empty,0,0.00x,true
low-7-2,low,7,2,1,5,5_1,middle,1.65,1.65x,false
low-7-2,low,7,2,1,6,6_1,empty,0,0.00x,true
low-7-2,low,7,2,2,0,0_2,empty,0,0.00x,true
low-7-2,low,7,2,2,1,1_2,empty,0,0.00x,true
low-7-2,low,7,2,2,2,2_2,middle,1.65,1.65x,false
low-7-2,low,7,2,2,3,3_2,empty,0,0.00x,true
low-7-2,low,7,2,2,4,4_2,middle,1.65,1.65x,false
low-7-2,low,7,2,2,5,5_2,empty,0,0.00x,true
low-7-2,low,7,2,2,6,6_2,empty,0,0.00x,true
low-7-2,low,7,2,3,0,0_3,empty,0,0.00x,true
low-7-2,low,7,2,3,1,1_3,empty,0,0.00x,true
low-7-2,low,7,2,3,2,2_3,empty,0,0.00x,true
low-7-2,low,7,2,3,3,3_3,center,2.4,2.40x,false
low-7-2,low,7,2,3,4,4_3,empty,0,0.00x,true
low-7-2,low,7,2,3,5,5_3,empty,0,0.00x,true
low-7-2,low,7,2,3,6,6_3,empty,0,0.00x,true
low-7-2,low,7,2,4,0,0_4,empty,0,0.00x,true
low-7-2,low,7,2,4,1,1_4,empty,0,0.00x,true
low-7-2,low,7,2,4,2,2_4,middle,1.65,1.65x,false
low-7-2,low,7,2,4,3,3_4,empty,0,0.00x,true
low-7-2,low,7,2,4,4,4_4,middle,1.65,1.65x,false
low-7-2,low,7,2,4,5,5_4,empty,0,0.00x,true
low-7-2,low,7,2,4,6,6_4,empty,0,0.00x,true
low-7-2,low,7,2,5,0,0_5,empty,0,0.00x,true
low-7-2,low,7,2,5,1,1_5,middle,1.65,1.65x,false
low-7-2,low,7,2,5,2,2_5,empty,0,0.00x,true
low-7-2,low,7,2,5,3,3_5,empty,0,0.00x,true
low-7-2,low,7,2,5,4,4_5,empty,0,0.00x,true
low-7-2,low,7,2,5,5,5_5,middle,1.65,1.65x,false
low-7-2,low,7,2,5,6,6_5,empty,0,0.00x,true
low-7-2,low,7,2,6,0,0_6,outer,1.15,1.15x,false
low-7-2,low,7,2,6,1,1_6,empty,0,0.00x,true
low-7-2,low,7,2,6,2,2_6,empty,0,0.00x,true
low-7-2,low,7,2,6,3,3_6,empty,0,0.00x,true
low-7-2,low,7,2,6,4,4_6,empty,0,0.00x,true
low-7-2,low,7,2,6,5,5_6,empty,0,0.00x,true
low-7-2,low,7,2,6,6,6_6,outer,1.15,1.15x,false
low-7-3,low,7,3,0,0,0_0,outer,1.15,1.15x,false
low-7-3,low,7,3,0,1,1_0,empty,0,0.00x,true
low-7-3,low,7,3,0,2,2_0,empty,0,0.00x,true
low-7-3,low,7,3,0,3,3_0,empty,0,0.00x,true
low-7-3,low,7,3,0,4,4_0,empty,0,0.00x,true
low-7-3,low,7,3,0,5,5_0,empty,0,0.00x,true
low-7-3,low,7,3,0,6,6_0,outer,1.15,1.15x,false
low-7-3,low,7,3,1,0,0_1,empty,0,0.00x,true
low-7-3,low,7,3,1,1,1_1,middle,1.65,1.65x,false
low-7-3,low,7,3,1,2,2_1,empty,0,0.00x,true
low-7-3,low,7,3,1,3,3_1,empty,0,0.00x,true
low-7-3,low,7,3,1,4,4_1,empty,0,0.00x,true
low-7-3,low,7,3,1,5,5_1,middle,1.65,1.65x,false
low-7-3,low,7,3,1,6,6_1,empty,0,0.00x,true
low-7-3,low,7,3,2,0,0_2,empty,0,0.00x,true
low-7-3,low,7,3,2,1,1_2,empty,0,0.00x,true
low-7-3,low,7,3,2,2,2_2,middle,1.65,1.65x,false
low-7-3,low,7,3,2,3,3_2,empty,0,0.00x,true
low-7-3,low,7,3,2,4,4_2,middle,1.65,1.65x,false
low-7-3,low,7,3,2,5,5_2,empty,0,0.00x,true
low-7-3,low,7,3,2,6,6_2,empty,0,0.00x,true
low-7-3,low,7,3,3,0,0_3,empty,0,0.00x,true
low-7-3,low,7,3,3,1,1_3,empty,0,0.00x,true
low-7-3,low,7,3,3,2,2_3,empty,0,0.00x,true
low-7-3,low,7,3,3,3,3_3,center,2.4,2.40x,false
low-7-3,low,7,3,3,4,4_3,empty,0,0.00x,true
low-7-3,low,7,3,3,5,5_3,empty,0,0.00x,true
low-7-3,low,7,3,3,6,6_3,empty,0,0.00x,true
low-7-3,low,7,3,4,0,0_4,empty,0,0.00x,true
low-7-3,low,7,3,4,1,1_4,empty,0,0.00x,true
low-7-3,low,7,3,4,2,2_4,middle,1.65,1.65x,false
low-7-3,low,7,3,4,3,3_4,empty,0,0.00x,true
low-7-3,low,7,3,4,4,4_4,middle,1.65,1.65x,false
low-7-3,low,7,3,4,5,5_4,empty,0,0.00x,true
low-7-3,low,7,3,4,6,6_4,empty,0,0.00x,true
low-7-3,low,7,3,5,0,0_5,empty,0,0.00x,true
low-7-3,low,7,3,5,1,1_5,middle,1.65,1.65x,false
low-7-3,low,7,3,5,2,2_5,empty,0,0.00x,true
low-7-3,low,7,3,5,3,3_5,empty,0,0.00x,true
low-7-3,low,7,3,5,4,4_5,empty,0,0.00x,true
low-7-3,low,7,3,5,5,5_5,middle,1.65,1.65x,false
low-7-3,low,7,3,5,6,6_5,empty,0,0.00x,true
low-7-3,low,7,3,6,0,0_6,outer,1.15,1.15x,false
low-7-3,low,7,3,6,1,1_6,empty,0,0.00x,true
low-7-3,low,7,3,6,2,2_6,empty,0,0.00x,true
low-7-3,low,7,3,6,3,3_6,empty,0,0.00x,true
low-7-3,low,7,3,6,4,4_6,empty,0,0.00x,true
low-7-3,low,7,3,6,5,5_6,empty,0,0.00x,true
low-7-3,low,7,3,6,6,6_6,outer,1.15,1.15x,false
low-8-1,low,8,1,0,0,0_0,outer,1.15,1.15x,false
low-8-1,low,8,1,0,1,1_0,empty,0,0.00x,true
low-8-1,low,8,1,0,2,2_0,empty,0,0.00x,true
low-8-1,low,8,1,0,3,3_0,empty,0,0.00x,true
low-8-1,low,8,1,0,4,4_0,empty,0,0.00x,true
low-8-1,low,8,1,0,5,5_0,empty,0,0.00x,true
low-8-1,low,8,1,0,6,6_0,empty,0,0.00x,true
low-8-1,low,8,1,0,7,7_0,outer,1.15,1.15x,false
low-8-1,low,8,1,1,0,0_1,empty,0,0.00x,true
low-8-1,low,8,1,1,1,1_1,middle,1.65,1.65x,false
low-8-1,low,8,1,1,2,2_1,empty,0,0.00x,true
low-8-1,low,8,1,1,3,3_1,empty,0,0.00x,true
low-8-1,low,8,1,1,4,4_1,empty,0,0.00x,true
low-8-1,low,8,1,1,5,5_1,empty,0,0.00x,true
low-8-1,low,8,1,1,6,6_1,middle,1.65,1.65x,false
low-8-1,low,8,1,1,7,7_1,empty,0,0.00x,true
low-8-1,low,8,1,2,0,0_2,empty,0,0.00x,true
low-8-1,low,8,1,2,1,1_2,empty,0,0.00x,true
low-8-1,low,8,1,2,2,2_2,middle,1.65,1.65x,false
low-8-1,low,8,1,2,3,3_2,empty,0,0.00x,true
low-8-1,low,8,1,2,4,4_2,empty,0,0.00x,true
low-8-1,low,8,1,2,5,5_2,middle,1.65,1.65x,false
low-8-1,low,8,1,2,6,6_2,empty,0,0.00x,true
low-8-1,low,8,1,2,7,7_2,empty,0,0.00x,true
low-8-1,low,8,1,3,0,0_3,empty,0,0.00x,true
low-8-1,low,8,1,3,1,1_3,empty,0,0.00x,true
low-8-1,low,8,1,3,2,2_3,empty,0,0.00x,true
low-8-1,low,8,1,3,3,3_3,center,2.4,2.40x,false
low-8-1,low,8,1,3,4,4_3,center,2.4,2.40x,false
low-8-1,low,8,1,3,5,5_3,empty,0,0.00x,true
low-8-1,low,8,1,3,6,6_3,empty,0,0.00x,true
low-8-1,low,8,1,3,7,7_3,empty,0,0.00x,true
low-8-1,low,8,1,4,0,0_4,empty,0,0.00x,true
low-8-1,low,8,1,4,1,1_4,empty,0,0.00x,true
low-8-1,low,8,1,4,2,2_4,empty,0,0.00x,true
low-8-1,low,8,1,4,3,3_4,center,2.4,2.40x,false
low-8-1,low,8,1,4,4,4_4,center,2.4,2.40x,false
low-8-1,low,8,1,4,5,5_4,empty,0,0.00x,true
low-8-1,low,8,1,4,6,6_4,empty,0,0.00x,true
low-8-1,low,8,1,4,7,7_4,empty,0,0.00x,true
low-8-1,low,8,1,5,0,0_5,empty,0,0.00x,true
low-8-1,low,8,1,5,1,1_5,empty,0,0.00x,true
low-8-1,low,8,1,5,2,2_5,middle,1.65,1.65x,false
low-8-1,low,8,1,5,3,3_5,empty,0,0.00x,true
low-8-1,low,8,1,5,4,4_5,empty,0,0.00x,true
low-8-1,low,8,1,5,5,5_5,middle,1.65,1.65x,false
low-8-1,low,8,1,5,6,6_5,empty,0,0.00x,true
low-8-1,low,8,1,5,7,7_5,empty,0,0.00x,true
low-8-1,low,8,1,6,0,0_6,empty,0,0.00x,true
low-8-1,low,8,1,6,1,1_6,middle,1.65,1.65x,false
low-8-1,low,8,1,6,2,2_6,empty,0,0.00x,true
low-8-1,low,8,1,6,3,3_6,empty,0,0.00x,true
low-8-1,low,8,1,6,4,4_6,empty,0,0.00x,true
low-8-1,low,8,1,6,5,5_6,empty,0,0.00x,true
low-8-1,low,8,1,6,6,6_6,middle,1.65,1.65x,false
low-8-1,low,8,1,6,7,7_6,empty,0,0.00x,true
low-8-1,low,8,1,7,0,0_7,outer,1.15,1.15x,false
low-8-1,low,8,1,7,1,1_7,empty,0,0.00x,true
low-8-1,low,8,1,7,2,2_7,empty,0,0.00x,true
low-8-1,low,8,1,7,3,3_7,empty,0,0.00x,true
low-8-1,low,8,1,7,4,4_7,empty,0,0.00x,true
low-8-1,low,8,1,7,5,5_7,empty,0,0.00x,true
low-8-1,low,8,1,7,6,6_7,empty,0,0.00x,true
low-8-1,low,8,1,7,7,7_7,outer,1.15,1.15x,false
low-8-2,low,8,2,0,0,0_0,outer,1.15,1.15x,false
low-8-2,low,8,2,0,1,1_0,empty,0,0.00x,true
low-8-2,low,8,2,0,2,2_0,empty,0,0.00x,true
low-8-2,low,8,2,0,3,3_0,empty,0,0.00x,true
low-8-2,low,8,2,0,4,4_0,empty,0,0.00x,true
low-8-2,low,8,2,0,5,5_0,empty,0,0.00x,true
low-8-2,low,8,2,0,6,6_0,empty,0,0.00x,true
low-8-2,low,8,2,0,7,7_0,outer,1.15,1.15x,false
low-8-2,low,8,2,1,0,0_1,empty,0,0.00x,true
low-8-2,low,8,2,1,1,1_1,middle,1.65,1.65x,false
low-8-2,low,8,2,1,2,2_1,empty,0,0.00x,true
low-8-2,low,8,2,1,3,3_1,empty,0,0.00x,true
low-8-2,low,8,2,1,4,4_1,empty,0,0.00x,true
low-8-2,low,8,2,1,5,5_1,empty,0,0.00x,true
low-8-2,low,8,2,1,6,6_1,middle,1.65,1.65x,false
low-8-2,low,8,2,1,7,7_1,empty,0,0.00x,true
low-8-2,low,8,2,2,0,0_2,empty,0,0.00x,true
low-8-2,low,8,2,2,1,1_2,empty,0,0.00x,true
low-8-2,low,8,2,2,2,2_2,middle,1.65,1.65x,false
low-8-2,low,8,2,2,3,3_2,empty,0,0.00x,true
low-8-2,low,8,2,2,4,4_2,empty,0,0.00x,true
low-8-2,low,8,2,2,5,5_2,middle,1.65,1.65x,false
low-8-2,low,8,2,2,6,6_2,empty,0,0.00x,true
low-8-2,low,8,2,2,7,7_2,empty,0,0.00x,true
low-8-2,low,8,2,3,0,0_3,empty,0,0.00x,true
low-8-2,low,8,2,3,1,1_3,empty,0,0.00x,true
low-8-2,low,8,2,3,2,2_3,empty,0,0.00x,true
low-8-2,low,8,2,3,3,3_3,center,2.4,2.40x,false
low-8-2,low,8,2,3,4,4_3,center,2.4,2.40x,false
low-8-2,low,8,2,3,5,5_3,empty,0,0.00x,true
low-8-2,low,8,2,3,6,6_3,empty,0,0.00x,true
low-8-2,low,8,2,3,7,7_3,empty,0,0.00x,true
low-8-2,low,8,2,4,0,0_4,empty,0,0.00x,true
